pathway	description	VDMT001-1	VDMT001-14	VDMT001-15	VDMT001-7	VDMT002-1	VDMT002-14	VDMT002-15	VDMT002-7	VDMT003-1	VDMT003-14	VDMT003-15	VDMT003-7	VDMT004-1	VDMT004-14	VDMT004-15	VDMT004-7	VDMT005-1	VDMT005-14	VDMT005-15	VDMT005-7	VDMT006-1	VDMT006-14	VDMT006-15	VDMT006-7	VDMT007-1	VDMT007-14	VDMT007-15	VDMT007-7	VDMT008-1	VDMT008-14	VDMT008-15	VDMT008-7	VDMT009-1	VDMT009-14	VDMT009-15	VDMT009-7	VDMT010-1	VDMT010-14	VDMT010-15	VDMT010-7	VDMT011-1	VDMT011-14	VDMT011-15	VDMT011-7	VDMT012-1	VDMT012-14	VDMT012-15	VDMT012-7	VDMT013-1	VDMT013-14	VDMT013-15	VDMT013-7	VDMT014-1	VDMT014-14	VDMT014-15	VDMT014-7	VDMT015-1	VDMT015-14	VDMT015-15	VDMT015-7	VDMT016-1	VDMT016-14	VDMT016-15	VDMT016-7	VDMT017-1	VDMT017-14	VDMT017-15	VDMT017-7	VDMT018-1	VDMT018-14	VDMT018-15	VDMT018-7	VDMT019-1	VDMT019-14	VDMT019-15	VDMT019-7	VDMT020-1	VDMT020-14	VDMT020-15	VDMT020-7	VDMT022-1	VDMT022-14	VDMT022-15	VDMT022-7	VDMT023-1	VDMT023-14	VDMT023-15	VDMT023-7	VDMT024-1	VDMT024-14	VDMT024-15	VDMT024-7	VDMT025-1	VDMT025-14	VDMT025-15	VDMT025-7	VDMT026-1	VDMT026-14	VDMT026-15	VDMT026-7	VDMT027-1	VDMT027-14	VDMT027-15	VDMT027-7	VDMT028-1	VDMT028-14	VDMT028-15	VDMT028-7	VDMT029-1	VDMT029-14	VDMT029-15	VDMT029-7	VDMT030-1	VDMT030-14	VDMT030-15	VDMT030-7	VDMT031-1	VDMT031-14	VDMT031-15	VDMT031-7	VDMT032-1	VDMT032-14	VDMT032-15	VDMT032-7	VDMT033-1	VDMT033-14	VDMT033-15	VDMT033-7	VDMT034-1	VDMT034-14	VDMT034-15	VDMT034-7	VDMT035-1	VDMT035-14	VDMT035-15	VDMT035-7	VDMT036-1	VDMT036-14	VDMT036-15	VDMT036-7	VDMT037-1	VDMT037-14	VDMT037-15	VDMT037-7	VDMT038-1	VDMT038-14	VDMT038-15	VDMT038-7	VDMT040-1	VDMT040-14	VDMT040-15	VDMT040-7	VDMT041-1	VDMT041-14	VDMT041-15	VDMT041-7	VDMT042-1	VDMT042-14	VDMT042-15	VDMT042-7	VDMT043-1	VDMT043-14	VDMT043-15	VDMT043-7	VDMT044-1	VDMT044-14	VDMT044-15	VDMT044-7
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	13262.6093	3026.2959	2723.2332	8297.1034	4904.3633	1038.5521	1732.1321	414.9911	1596.0238	1085.8444	713.3739	110.8525	2439.7761	5888.9311	2125.0409	3904.1029	5423.9399	2126.6256	2112.4575	6561.4876	523.265	767.7434	1923.4244	1734.0206	3229.8212	1097.8076	1816.0494	4304.3755	6184.2307	2561.7608	4464.6925	2414.8764	1143.9966	2628.449	4893.938	5732.2103	542.5478	469.7198	242.4652	2401.3001	3811.0785	931.8984	1341.5661	4480.7463	227.0684	23.2836	2542.6743	2667.3005	2871.9345	5830.566999999999	3300.2179	5051.6317	2753.8163	2726.4395	1764.7334	2822.5002	1168.8425	6529.9094	3652.2097	1777.2061	165.407	4365.3302	892.2322	7474.2828	1006.1059	1925.1135	1241.4692	4460.7225	1435.8168	6946.6961	3889.6083	2582.124	2506.3833	1134.5244	2851.9883	3501.705	866.1668	862.7449	796.0144	6472.1812	2160.9231	6670.3948	2402.416	8768.2967	2328.0404	1831.8385	3861.1895	3029.1711	2700.7507	164.6765	2016.4858	7997.4554	1478.6307	2017.8712	7888.1866	3957.5572	16332.8096	3532.7238	2796.8075	11503.4168	6258.6235	4599.835	3590.0758	4761.9897	2912.5094	1971.5441	2566.7519	1152.9943	159.8164	1520.6789999999999	642.0064	177.356	2924.1766	1925.7947	2989.6918	2174.2216	337.3857	1453.3579	2459.0816	1760.5857	851.5943	218.6626	685.7557	844.7823	1872.2359	1612.9578	453.3522	2187.7703	746.8249	419.7897	0.0	624.4852	726.0692	2192.0213	2869.883	3670.2935	365.1422	417.0797	1800.3884	896.2441	2772.6876	2229.7898	3339.1576	1210.3548	538.044	1996.9004	573.7919	801.6919	13714.7825	6384.3923	14503.7837	3601.0289	4464.4239	3959.8168	15763.0301	4862.7915	3468.8776	2951.0690000000004	3081.4677	2231.139	12304.458999999999	9502.7738	5293.121999999999	8828.971	603.0938	947.4071	1756.1242	1452.0058
PWY-7347	sucrose biosynthesis III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.1936	0.0	1.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.2327	0.0	0.0	0.0	0.0	7.468999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.7941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	868.7673	426.4835	180.0269	1151.6989	583.0835	183.7391	386.50300000000004	117.9333	197.0	175.0792	119.1543	58.3179	6097.2222	253.2468	56.9066	1876.2222	406.6953	403.0566	168.8953	294.0	1632.6	1298.751	1374.2177	1110.3309	4222.4259999999995	558.5	104.0	3405.9565	649.3818	526.453	527.4231	418.4196	456.83	964.4689	590.0	1124.154	216.5	376.0	148.0	897.5	235.0	205.4473	192.5	315.5	1293.3	962.5	103.5	20.5	179.5	159.0	376.0	292.0	196.5	195.0	145.0	215.0	821.83	583.33	621.5	703.33	81.0152	83.0	43.0	86.0	319.5	851.17	1625.0	227.0	944.0	669.0	916.33	4026.0	66.0	31.0	64.0	857.83	72.0	690.0	971.8309	279.0	139.0	476.33	1414.9933	109.0	634.5	921.5	542.5	283.5	1129.0	16.097	693.0	548.5	470.5	111.0	1412.5	250.5	233.2	571.255	502.5971	381.9345	2451.2367	1228.0454	960.7806	2964.24	663.7136	541.391	646.8535	213.9247	42.0	818.0282	96.0	99.0	943.0	393.598	544.0	813.0	77.0	418.0	511.9509	297.7476	475.0	190.5283	568.0	399.0	77.0	71.5	37.0	438.5	362.0	349.0	367.0	288.5	352.6454	4034.7593	519.4141	293.1021	151.0	176.5176	354.0	208.9151	97.0	205.0	957.6519	310.0	250.0	3753.7513	323.5	487.5809	956.0	414.0	703.5	534.5	1443.0	684.0	7369.5	671.0	857.0	591.6453	243.0	62.0	666.5	775.5	871.5	1050.5	608.5	561.5	900.5	770.5
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	53.4176	11.752	0.0	90.3516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.1284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.8767	0.0	0.0	0.0	0.0	42.3578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6869	0.0	0.0	161.265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.964000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.6815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.2882	31.1283	0.0	25.7727	0.0	0.0	0.0	49.7727	0.0	0.0	0.0	0.0	0.0
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	673.7253	265.9719	75.0028	956.1108	67.4668	68.0547	155.5106	0.0	176.6764	77.2151	46.0784	55.6971	1327.8979	0.0	45.6807	334.8448	48.726000000000006	55.0804	0.0	0.0	676.3049	278.7859	253.4608	373.2155	734.4244	0.0	73.4626	542.6441	98.4694	183.7972	244.1817	240.2629	284.1457	279.4981	132.0249	250.5105	0.0	0.0	0.0	0.0	0.0	72.8265	170.1982	43.5647	628.658	259.7954	0.0	0.0	61.5542	101.686	269.3859	159.6087	179.0484	181.7797	128.629	105.7377	5.8003	8.2543	31.5113	523.4608	91.44200000000001	75.2473	38.3514	85.1887	211.1898	731.2477	1467.9045	27.7959	31.8422	0.0	18.1077	19.9406	22.0	31.0	39.4089	8.2768	45.1948	538.4393	807.4222	0.0	113.4954	13.105	363.6877	57.9062	578.0547	875.2637	534.5281	277.9412	581.941	19.01	299.8558	86.057	216.9869	66.9828	1133.2155	125.7741	128.7382	188.4787	177.3602	157.9067	0.0	108.8822	67.0682	14.9546	411.4004	252.1814	265.6433	58.5122	0.0	174.4144	0.0	0.0	373.5408	174.3702	350.9183	480.7024	63.9577	290.2373	220.5883	106.1285	457.7043	184.4384	546.4384	370.1833	13.4302	0.0	19.0187	177.8214	185.3301	72.2522	187.3157	114.3329	288.0734	0.0	0.0	130.1936	0.0	0.0	83.6727	65.0534	0.0	74.3321	480.5202	136.2233	149.2298	105.6841	232.8973	268.0559	531.4814	254.2105	467.4968	291.1477	693.75	503.7209	1924.8065	376.4632	775.6638	261.9314	187.0266	62.0	443.2315	514.5925	775.7538	893.5738	571.1513	498.6699	785.3752	659.9077
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	217.3048	0.0	0.0	0.0	73.9391	99.045	40.0218	0.0	0.0	22.7707	0.0	1879.3211	0.0	0.0	0.0	292.1957	12.6086	0.0	0.0	0.0	0.0	0.0	0.0	81.235	61.5128	0.0	0.0	310.8633	0.0	716.9293	0.0	550.7216	0.0	0.0	0.0	42.382	0.0	0.0	0.0	0.0	109.6211	29.4898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.2057	0.0	0.0	0.0	0.0	0.0	1749.0584	134.8707	374.4207	0.0	12.6054	283.0663	0.0	0.0	0.0	0.0	0.0	401.1323	0.0	0.0	0.0	0.0	0.0	11.2675	155.5696	0.0	79.4421	0.0	235.7757	0.0	149.8607	0.0	24.3068	0.0	0.0	1186.9614	0.0	262.3133	0.0	0.0	0.0	61.5309	991.2559	173.86700000000002	261.5894	1003.0038	4889.2141	3487.6608	3033.6946	5794.2744	0.0	45.6695	69.3315	59.2212	22.8462	266.132	0.0	0.0	0.0	79.4551	0.0	0.0	0.0	174.1442	367.6791	132.5256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	536.3616	0.0	0.0	0.0	0.0	0.0	60.1783	14.0781	0.0	0.0	17.1739	0.0	1978.9835	245.4685	0.0	2545.7045	0.0	0.0	0.0	0.0	373.1571	791.1188	616.4284	1846.6034	215.775	1222.0235	7510.8061	651.5399	8.0248	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	6099.1845	2833.9369	2421.1455	6297.0796	1821.9405	1367.4821	1216.3224	1190.2123	1729.7001	874.5162	544.3476	1424.1146	17600.7901	5600.6338	3433.2536	8858.2625	1164.7926	3208.2754	1664.6552	577.7263	1360.0498	2734.1356	3065.5731	3053.0934	13760.2532	5288.7858	3932.7947	14228.3462	2537.7374	3713.8136	6219.8668	2681.7663	5974.3039	4032.7633	7041.3863	5681.7608	1679.7698	4683.518	5736.0833	5660.4959	810.9308	1021.3713	1004.7285	1135.6019999999999	1211.2671	2278.4644	4748.2017	3216.0582	5376.6524	5438.646	5398.6489	6437.5681	305.2918	1072.0812	1495.9108	1629.0692	2926.2886	5018.7664	7976.7134	2580.3805	1569.3271	5965.2147	7965.9516	7137.2844	1531.6426	5895.2575	1266.7706	2188.8309	3165.8544	7402.6379	13731.8364	7546.9179	1293.0008	2167.0332	6220.3718	7736.706	2606.5102	1317.7462	1360.9812	637.2167	2291.8046	5703.8882	8533.9246	2698.7552	4636.0799	2172.0504	4372.2049	7957.8095	1248.9507	1613.3804	1520.4361	2309.6866	1169.8542	525.1482	1918.9148	986.9116	11757.6237	2690.7739	2919.1597	14456.2123	12163.5976	6205.6574	6495.1784	11775.9751	1682.6959	2281.6859	3296.3574	1359.3010000000002	732.4088	3734.1952	1838.9301	1344.1355	4096.7595	3486.946	1573.3316	5737.2822	117.7019	2945.0638	2477.1177	1577.9968	604.3224	4131.5497	3201.7101	3103.6885	4238.0556	1621.6368	1602.3297	414.8985	3740.2445	728.0072	1124.5453	4136.3531	1431.8487	10126.9996	3406.8309	2433.4701	46.538999999999994	340.4371	557.0148	139.5528	1451.5882	3290.7183	1287.8919	2779.9997	2240.8265	10302.5626	2470.2978	4416.457	1972.2099	5101.9661	811.8412	697.1822	528.3458	580.8757	5715.5028	3238.6759	2344.339	3561.6127	3995.1623	8563.8864	2264.2409	3303.679	3288.3229	2111.4062	360.0815	466.4013	316.4306	238.1023
PWY-7385	1,3-propanediol biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7391	isoprene biosynthesis II (engineered)	170.7615	78.4684	42.2343	22.9619	64.8094	0.0	0.0	20.7659	0.0	51.9717	0.0	384.4706	196.6403	0.0	0.0	153.5346	8.7211	0.0	0.0	0.0	58.2217	54.7915	101.0211	89.1282	160.2569	0.0	0.0	261.7992	0.0	74.1967	0.0	0.0	263.5055	291.2525	333.023	411.7994	11.0976	0.0	0.0	11.5977	0.0	32.7547	186.5808	0.0	28.9874	30.664	40.7417	0.0	56.6662	55.9905	132.4106	187.4354	58.3484	296.8943	62.9311	0.0	249.6587	214.7787	84.7023	65.7272	7.9887	0.0	0.0	53.8494	8.3785	78.5449	0.0	2.6643	220.4064	30.1257	259.591	677.0044	0.0	0.0	0.0	0.0	0.0	36.8149	63.7391	0.0	0.0	32.0767	103.3018	76.6129	0.0	0.0	0.0	0.0	30.9802	154.4205	65.0686	0.0	27.8077	31.9443	116.5578	34.1795	168.6317	223.1688	82.9786	206.5674	384.9947	321.2817	398.501	549.5186	210.7965	190.769	226.52200000000002	64.0132	0.0	117.2019	20.2604	0.0	166.192	276.39599999999996	88.1581	0.0	0.0	28.6284	146.0058	93.4527	0.0	0.0	0.0	0.0	42.0092	15.8263	7.8546	0.0	0.0	0.0	0.0	0.0	69.4175	0.0	0.0	0.0	0.0	0.0	0.0	5.9133	0.0	0.0	61.2228	0.0	240.4319	0.0	15.4646	347.8568	251.8078	15.1659	64.8456	79.6139	54.6424	57.016999999999996	297.89099999999996	228.4885	18.0851	347.7657	739.2316	68.7438	5.5920000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7392	taxadiene biosynthesis (engineered)	33237.462	10628.9266	3252.5977	25606.4857	5464.9931	1943.3619	3861.262	1116.9891	1421.9659	1552.31	1004.6744	6478.5048	7699.5392	31874.6775	9235.7833	7772.8799	5206.4482	3828.4216	6536.0131	2662.0291	2590.7449	5005.3894	5279.9333	5861.4411	10097.2655	4245.7482	2850.0691	11326.9935	8983.8848	7855.6834	5407.9513	8614.1338	4038.0034	6111.6665	5799.0878	5707.4016	1554.0424	3694.304	4169.1012	4018.1591	4919.3979	3634.6037	3078.3779	4534.3986	1137.7138	3624.1633	2499.2857	3824.2304	4371.697	8347.7936	4576.6364	5951.5874	2764.3236	3324.4697	2514.9858	3458.0537	3658.5833	6207.7855	8125.6429	3554.3271	6652.7137	2202.7984	3448.7629	2836.3713	3729.2438	17085.8734	3114.8478	4676.8371	3941.1238	8306.751	15869.285	8256.3803	2074.2706	1740.1546	1969.0634	4842.8488	1650.8526	4511.6647	4123.1891	2494.3059	2794.028	6035.8288	4742.9483	6902.3545	12344.1146	6964.9248	3384.4457	6239.6582	8945.4525	5312.3626	6324.1627	8341.7573	4679.8888	2590.4224	8099.3392	4654.1789	36968.4663	6932.9881	4770.788	40406.269	19456.3961	10006.2983	12179.4583	14333.0955	7612.5137	4993.2942	6732.7748	1970.4321	417.93300000000005	4392.5119	738.4703	686.9277	3935.071	4345.102	6291.529	9307.6294	4298.4771	8847.5205	5976.1703	4308.0145	1777.1535	2437.2914	5733.0288	2006.6768	7405.1086	12274.1896	11921.4782	2315.2612	2093.118	1538.7203	3218.4644	4993.1249	3599.3025	9526.3246	5158.4466	10297.9551	3283.0811	1542.4024	2900.158	2437.8242	1640.7032	7402.6795	5509.3049	4128.7023	5526.6348	7656.0041	2384.7515	13164.8852	6289.1982	6586.4607	4829.5639	3530.1404	3702.2689	4807.5592	11089.4672	14719.7389	2217.2237	10073.2482	17842.1548	8918.8794	13489.1171	5926.7126	25614.1206	10492.4537	8958.0034	11958.1524	11310.5486	17078.2435
PWY-7398	coumarins biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.8728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	35090.3304	22121.4646	28609.9454	29468.72	39566.7033	17032.608	27039.7887	17433.712	18114.0751	8981.0225	6933.5053	7060.9228	48255.4253	30445.1264	25674.2136	31650.4365	31440.8193	24714.952	24566.9224	35647.8915	35424.5598	29551.8824	30878.6812	36557.6119	41784.4847	32470.1555	33880.1145	48361.2179	34131.3273	28287.952999999998	38419.4855	31660.4693	37478.8819	34673.2083	41611.1882	39818.0856	21704.5786	23615.5884	24105.4773	27060.2182	23116.5098	17975.4935	18609.4607	22526.8171	25925.1942	21355.8391	25524.922000000002	22402.505	27922.2034	19107.4631	21389.3142	26847.147999999997	22705.9699	15759.2446	21013.4019	27334.5053	27310.1942	28319.3384	30753.3266	22978.441000000003	7227.5142	18270.1036	24567.9512	27579.5351	27716.6467	20513.6465	25883.2912	36755.3845	30166.6483	29503.2702	41783.9522	29283.1669	36004.1352	29049.2415	32480.0968	35702.0369	32237.6198	20070.4695	17577.845	31588.6852	23130.2677	26004.8347	33215.3481	27391.2064	30640.612	24121.7229	35323.6038	47906.8502	44027.8676	5942.2343	34199.42	51101.3966	30839.7153	29230.6689	46084.3709	25826.9322	33426.7574	29928.4714	28689.9893	44328.8272	37689.0293	27506.39	33066.1079	40209.7653	40651.0887	32786.7759	49702.9636	12370.6134	28617.964	17488.2353	26638.9988	34476.9692	24555.6172	21856.6011	30890.9911	34860.9848	15610.0783	24992.9446	36973.1337	20185.4567	23153.7545	23931.8122	29871.495	33985.0355	37065.9611	22135.6739	49168.7527	43011.5294	25064.4799	30587.8027	40991.8251	32579.3847	22380.3322	27636.5502	20465.1126	21046.7085	28269.8058	24344.9244	28577.8345	32843.9332	17911.1064	26614.7694	40383.7482	27753.3487	28604.9247	28489.6478	24795.0514	32792.1899	33078.8709	24760.726000000002	36665.2265	32228.4942	24351.6888	31421.4923	53295.5432	29461.2423	34260.9876	29295.0191	30186.7554	55255.9983	29245.4207	27044.2624	26070.3864	26546.1782	27203.5424	41563.0895	44849.0823	41835.6898
PWY-7431	aromatic biogenic amine degradation (bacteria)	12.8917	0.0	9.3322	12.8908	101.0108	21.5496	65.4944	0.0	7.8506	12.2197	5.7715	1423.2126	65.5097	0.0	0.0	70.1334	13.6067	10.4383	6.4393	4.4398	16.662	10.2253	16.6629	25.991999999999997	56.1874	0.0	0.0	61.0783	15.3303	252.8987	5.4665	172.9545	47.9701	0.0	4.6664	7.8968	0.0	2.6665	0.0	0.0	20.8836	72.1065	12.6635	5.9281	15.9942	4.4396	0.0	0.0	0.0	8.5367	34.5259	49.9398	9.3318	63.4559	44.6372	8.609	3.1065	0.0	0.0	13.9963	1619.0349	78.704	133.064	0.0	78.5739	27.3195	59.4444	0.8933	19.101	0.0	17.77	104.9736	26.7544	4.8931	0.0	0.0	5.5595	60.8162	203.9793	0.0	70.3676	0.0	88.3625	0.0	0.0	0.0	0.0	0.0	139.8045	1637.9219	98.9872	294.8388	90.3241	6.4395	18.4369	97.8601	82.1631	111.1686	42.6418	74.3942	9.3326	80.1225	42.6477	59.5327	43.5289	20.6615	67.5258	6.6652	11.9981	47.0537	6.2261	46.8526	7.3326	26.4288	50.1803	9.3324	0.0	0.0	114.8701	29.9838	17.3277	0.0	25.3226	11.9983	35.0929	20.217	5.7729	28.8854	0.0	6.4395	5.773	10.8922	74.1322	0.0	5.1061	9.3316	0.0	19.9905	40.4173	55.5129	0.0	10.4384	230.1061	58.4003	67.5051	15.3297	41.3063	135.7824	373.3793	835.578	134.898	63.7324	1054.4582	332.5404	1921.5849	357.38300000000004	0.0	610.7842	35.9776	0.0	63.9552	12.8914	29.7545	310.3542	87.2095	159.8552	227.3505	186.8596
PWY-7446	sulfoglycolysis	99.2343	135.6715	72.3388	384.19300000000004	139.0953	73.0	93.5214	56.1385	47.7692	73.0	56.0	592.8975	140.4188	12.4414	106.4472	36.3527	57.373000000000005	32.8598	31.0	16.1538	21.2542	64.0	199.4013	154.3379	224.0667	0.0	84.6849	90.6475	449.9834	282.9158	33.0	246.8409	0.0	88.6008	146.5639	24.3019	44.2985	29.2923	26.0	26.0	61.58	22.6804	0.0	45.3934	15.7793	0.0	111.4735	46.4516	11.0	61.388999999999996	0.0	21.3613	31.1398	0.0	66.8039	21.3055	26.1818	27.5785	65.0	0.0	646.002	48.3286	110.2868	46.3348	79.0	0.0	254.3364	45.356	22.0138	0.0	51.0	70.4525	29.8949	0.0	24.2545	0.0	39.9286	71.4469	161.1018	19.5082	45.1518	0.0	75.2626	132.0	2236.1965	428.4844	0.0	21.2245	0.0	937.6593	16.6718	86.3268	0.0	0.0	60.363	65.5251	439.19800000000004	331.5158	231.3954	354.8913	106.637	65.3505	182.8232	49.2483	57.4461	144.2629	143.4371	98.7429	5.0909	221.9885	0.0	0.0	15.0	102.9737	184.8187	20.0163	232.1857	157.0	208.8632	166.3824	194.0	12.0	546.332	43.46	44.1379	1708.8534	2128.9139	23.0	0.0	20.7925	0.0	0.0	120.3508	0.0	69.5937	221.7225	0.0	0.0	30.9375	35.7412	157.4033	624.8432	0.0	31.95	29.3617	32.1797	10.56	0.0	0.0	16.7422	19.0	0.0	0.0	26.8148	0.0	43.0519	21.8987	485.3791	33.3171	50.2038	0.0	33.2717	1512.5362	659.2395	0.0	0.0	0.0	0.0
